FP,MM,lnPvap,Method,NC,C=C,s
377.40,191.90,1.63,0,12,0.0,880.59
407.90,236.79,-0.38,0,13,0.0,945.80
400.30,231.18,0.26,0,13,0.0,945.80
389.90,219.95,0.93,0,13,0.0,945.80
383.60,208.73,1.32,0,13,0.0,945.80
377.60,197.51,1.61,0,13,0.0,945.80
418.00,262.03,-0.46,0,14,0.0,1011.01
405.00,253.62,0.22,0,14,0.0,1011.01
391.40,236.79,0.91,0,14,0.0,1011.01
384.00,219.96,1.32,0,14,0.0,1011.01
379.30,203.12,1.61,0,14,0.0,1011.01
426.90,287.28,-0.47,0,15,0.0,1076.22
408.60,276.06,0.22,0,15,0.0,1076.22
393.70,253.62,0.91,0,15,0.0,1076.22
384.10,231.18,1.32,0,15,0.0,1076.22
378.10,208.73,1.60,0,15,0.0,1076.22
418.20,285.47,-0.47,0,15,1.0,1044.99
407.80,274.45,0.22,0,15,1.0,1044.99
392.80,252.41,0.91,0,15,1.0,1044.99
385.40,230.37,1.32,0,15,1.0,1044.99
379.10,208.33,1.60,0,15,1.0,1044.99
415.90,239.59,-2.08,0,14,0.0,1011.01
412.30,236.79,-1.70,0,14,0.0,1011.01
407.60,231.18,-1.21,0,14,0.0,1011.01
403.30,225.57,-0.88,0,14,0.0,1011.01
400.60,219.95,-0.63,0,14,0.0,1011.01
431.70,264.84,-2.65,0,15,0.0,1076.22
422.90,259.23,-2.00,0,15,0.0,1076.22
413.90,248.01,-1.34,0,15,0.0,1076.22
406.60,236.79,-0.94,0,15,0.0,1076.22
402.30,225.57,-0.66,0,15,0.0,1076.22
438.40,290.09,-2.73,0,16,0.0,1141.43
427.30,281.67,-2.04,0,16,0.0,1141.43
415.50,264.84,-1.35,0,16,0.0,1141.43
407.10,248.01,-0.94,0,16,0.0,1141.43
402.80,231.18,-0.66,0,16,0.0,1141.43
434.20,288.27,-2.72,0,16,1.0,1110.20
425.20,280.06,-2.04,0,16,1.0,1110.20
415.20,263.63,-1.35,0,16,1.0,1110.20
406.90,247.20,-0.94,0,16,1.0,1110.20
401.90,230.77,-0.66,0,16,1.0,1110.20
437.30,267.65,-4.36,0,16,0.0,1141.43
434.90,264.84,-3.98,0,16,0.0,1141.43
429.60,259.23,-3.48,0,16,0.0,1141.43
425.90,253.62,-3.16,0,16,0.0,1141.43
422.30,248.01,-2.91,0,16,0.0,1206.64
447.40,292.89,-4.92,0,17,0.0,1206.64
442.40,287.28,-4.28,0,17,0.0,1206.64
435.00,276.06,-3.61,0,17,0.0,1206.64
429.40,264.84,-3.21,0,17,0.0,1206.64
423.40,253.62,-2.93,0,17,0.0,1206.64
442.50,291.08,-4.89,0,17,1.0,1175.41
436.80,285.67,-4.26,0,17,1.0,1175.41
432.80,274.85,-3.60,0,17,1.0,1175.41
426.20,264.03,-3.21,0,17,1.0,1175.41
423.20,253.22,-2.93,0,17,1.0,1175.41
454.40,295.70,-6.66,0,18,0.0,1271.85
449.90,292.89,-6.27,0,18,0.0,1271.85
448.30,287.28,-5.77,0,18,0.0,1271.85
446.30,281.67,-5.44,0,18,0.0,1271.85
443.30,276.06,-5.20,0,18,0.0,1271.85
402.30,228.37,-1.45,0,14,0.0,505.5048
390.40,222.76,0.87,0,12,0.0,880.59
381.50,217.15,1.51,0,12,0.0,880.59
371.00,205.93,2.17,0,12,0.0,880.59
364.00,194.71,2.57,0,12,0.0,880.59
359.00,183.49,2.85,0,12,0.0,880.59
354.00,172.26,3.07,0,10,0.0,375.0841
423.60,256.42,-3.73,0,16,0.0,570.7151
399.00,248.01,0.78,0,13,0.0,945.80
386.30,239.59,1.47,0,13,0.0,945.80
372.60,222.76,2.16,0,13,0.0,945.80
365.00,205.93,2.56,0,13,0.0,945.80
359.30,189.10,2.85,0,13,0.0,945.80
443.20,284.48,-6.03,0,18,0.0,635.9254
401.00,273.26,0.77,0,14,0.0,1011.01
385.00,262.03,1.47,0,14,0.0,1011.01
373.30,239.59,2.16,0,14,0.0,1011.01
365.60,217.15,2.56,0,14,0.0,1011.01
359.00,194.71,2.85,0,14,0.0,1011.01
458.30,312.53,-8.33,0,20,0.0,701.1358
407.60,298.50,0.77,0,15,0.0,1076.22
390.00,284.48,1.47,0,15,0.0,1076.22
374.00,256.42,2.16,0,15,0.0,1076.22
366.00,228.37,2.56,0,15,0.0,1076.22
360.00,200.32,2.85,0,15,0.0,1076.22
453.10,310.51,-7.96,0,20,1.0,669.9025
406.10,296.69,0.77,0,15,1.0,1044.99
388.80,282.86,1.47,0,15,1.0,1044.99
374.10,255.21,2.16,0,15,1.0,1044.99
364.80,227.56,2.56,0,15,1.0,1044.99
359.80,199.91,2.85,0,15,1.0,1044.99
453.10,308.50,-7.58,0,20,2.0,638.6692
406.10,294.88,0.77,0,15,2.0,1013.75
388.80,281.25,1.47,0,15,2.0,1013.75
374.10,254.01,2.16,0,15,2.0,1013.75
364.80,226.76,2.56,0,15,2.0,1013.75
359.80,199.51,2.85,0,15,2.0,1013.75
412.80,250.81,-1.39,0,14,0.0,1011.01
403.90,245.20,-0.75,0,14,0.0,1011.01
395.80,233.98,-0.08,0,14,0.0,1011.01
388.70,222.76,0.31,0,14,0.0,1011.01
384.90,211.54,0.60,0,14,0.0,1011.01
379.50,200.32,0.82,0,12,0.0,440.2945
419.50,276.06,-1.47,0,15,0.0,1076.22
411.70,267.65,-0.79,0,15,0.0,1076.22
397.70,250.81,-0.10,0,15,0.0,1076.22
390.70,233.98,0.31,0,15,0.0,1076.22
385.80,217.15,0.60,0,15,0.0,1076.22
430.60,301.31,-1.48,0,16,0.0,1141.43
414.30,290.09,-0.79,0,16,0.0,1141.43
397.30,267.65,-0.10,0,16,0.0,1141.43
391.10,245.20,0.31,0,16,0.0,1141.43
385.00,222.76,0.60,0,16,0.0,1141.43
426.90,299.49,-1.48,0,16,1.0,1110.20
413.90,288.48,-0.79,0,16,1.0,1110.20
398.50,266.44,-0.10,0,16,1.0,1110.20
390.20,244.40,0.31,0,16,1.0,1110.20
384.80,222.36,0.60,0,16,1.0,1110.20
426.00,297.68,-1.48,0,16,2.0,1078.96
414.00,286.86,-0.79,0,16,2.0,1078.96
399.10,265.23,-0.10,0,16,2.0,1078.96
390.80,243.59,0.31,0,16,2.0,1078.96
384.40,221.95,0.60,0,16,2.0,1078.96
420.80,253.62,-3.10,0,15,0.0,1076.22
417.80,250.81,-2.72,0,15,0.0,1076.22
412.80,245.20,-2.22,0,15,0.0,1076.22
409.10,239.59,-1.90,0,15,0.0,1076.22
405.90,233.98,-1.65,0,15,0.0,1076.22
433.90,278.87,-3.66,0,16,0.0,1141.43
427.90,273.26,-3.02,0,16,0.0,1141.43
418.50,262.03,-2.35,0,16,0.0,1141.43
412.90,250.81,-1.95,0,16,0.0,1141.43
407.90,239.59,-1.67,0,16,0.0,1141.43
439.30,304.11,-3.74,0,17,0.0,1206.64
432.10,295.70,-3.06,0,17,0.0,1206.64
420.40,278.87,-2.37,0,17,0.0,1206.64
413.80,262.03,-1.96,0,17,0.0,1206.64
408.30,245.20,-1.67,0,17,0.0,1206.64
440.10,302.30,-3.74,0,17,1.0,1175.41
430.80,294.09,-3.05,0,17,1.0,1175.41
419.90,277.66,-2.36,0,17,1.0,1175.41
412.50,261.23,-1.96,0,17,1.0,1175.41
407.20,244.80,-1.67,0,17,1.0,1175.41
441.80,300.49,-3.73,0,17,2.0,1144.17
432.10,292.47,-3.05,0,17,2.0,1144.17
420.40,276.45,-2.36,0,17,2.0,1144.17
412.70,260.42,-1.96,0,17,2.0,1144.17
407.70,244.40,-1.67,0,17,2.0,1144.17
439.90,281.67,-5.39,0,17,0.0,1206.64
437.90,278.87,-5.00,0,17,0.0,1206.64
433.20,273.26,-4.51,0,17,0.0,1206.64
429.90,267.65,-4.18,0,17,0.0,1206.64
426.50,262.03,-3.93,0,17,0.0,1206.64
447.40,301.31,-5.30,0,18,0.0,1271.85
443.80,295.70,-4.91,0,18,0.0,1271.85
438.80,290.09,-4.63,0,18,0.0,1271.85
430.90,278.87,-4.24,0,18,0.0,1271.85
427.50,267.65,-3.95,0,18,0.0,1271.85
448.10,305.11,-5.91,0,18,1.0,1240.62
443.40,299.70,-5.28,0,18,1.0,1240.62
437.40,288.88,-4.63,0,18,1.0,1240.62
430.80,278.06,-4.23,0,18,1.0,1240.62
426.10,267.24,-3.95,0,18,1.0,1240.62
448.50,303.29,-5.86,0,18,2.0,1209.38
444.50,298.08,-5.26,0,18,2.0,1209.38
437.90,287.67,-4.62,0,18,2.0,1209.38
431.80,277.25,-4.23,0,18,2.0,1209.38
427.80,266.84,-3.95,0,18,2.0,1209.38
288.5,40.0684,9.078901639,0,2,0,120.959847
289.4,68.727008,8.831021251,0,6,0,543.4550669
289.4,96.082952,8.518335856,0,6,0,543.4550669
290.4,122.136232,8.088151486,0,6,0,543.4550669
293.4,146.886848,7.373445731,0,6,0,543.4550669
354.4,170.3348,2.894049768,0,12,0,422.4952199
292.8,66.50764,8.856374994,0,7,0,496.0439771
295.7,92.94688,8.569720254,0,7,0,496.0439771
298.7,119.38612,8.16630665,0,7,0,496.0439771
307.4,145.82536,7.47928885,0,7,0,496.0439771
353.5,170.72076,2.932887645,0,11,0,797.5793499
352.1,171.10672,2.970273364,0,11,0,797.5793499
353.5,171.49268,3.006311616,0,11,0,797.5793499
353.5,171.87864,3.041096163,0,11,0,797.5793499
293.1,92.56092,8.569584475,0,8,0,918.5391969
297.1,118.6142,8.165900092,0,8,0,918.5391969
296.4,140.74019,7.616434533,0,8,0,918.5391969
296.4,117.678198,8.190650965,0,8,0,918.5391969
299.4,143.750776,7.526745891,0,8,0,918.5391969
299.4,145.4394,7.478884777,0,8,0,918.5391969
292.7,72.11828,8.855822713,0,7,0,561.2543021
294.7,104.16816,8.568248339,0,7,0,561.2543021
298.4,136.21804,8.162998593,0,7,0,561.2543021
310,166.665426,7.519225898,0,7,0,561.2543021
356.8,176.3314,2.701790415,0,12,0,862.789675
360.4,182.328,2.463552505,0,12,0,862.789675
365.2,188.3246,2.150195545,0,12,0,862.789675
369.6,194.3212,1.691314203,0,12,0,862.789675
292.7,98.17156,8.568848688,0,9,0,983.749522
294,124.22484,8.164798174,0,9,0,983.749522
297,150.27812,7.475882808,0,9,0,983.749522
296,130.622124,8.188560009,0,9,0,983.749522
300,156.27472,7.474090833,0,9,0,983.749522
300.7,162.27132,7.472295642,0,9,0,983.749522
292.7,77.7289,8.855764772,0,8,0,626.4646272
292.4,115.3894,8.568093839,0,8,0,626.4646272
295.4,153.0499,8.162651009,0,8,0,626.4646272
300.7,190.7104,7.469570661,0,8,0,626.4646272
357.5,181.94202,2.674144874,0,13,0,928
362.1,193.54924,2.391837363,0,13,0,928
366.8,205.15646,1.997035488,0,13,0,928
378.5,216.76368,1.335212298,0,13,0,928
293,103.78218,8.568771487,0,9,0,1048.959847
293.4,129.83546,8.164682534,0,9,0,1048.959847
295.4,154.586076,7.524051277,0,9,0,1048.959847
293.4,141.44268,8.163667287,0,9,0,1048.959847
296.4,167.49596,7.473629322,0,9,0,1048.959847
298.4,179.10318,7.471602051,0,9,0,1048.959847
292.4,83.33954,8.85575877,0,9,0,691.6749522
292.4,126.61068,8.568077836,0,9,0,691.6749522
295.4,169.88182,8.162615003,0,9,0,691.6749522
303.7,213.15296,7.469474648,0,9,0,691.6749522
357.5,187.55266,2.671237465,0,14,0,993.210325
363.5,204.77052,2.384107228,0,14,0,993.210325
369.8,221.98838,1.979744879,0,14,0,993.210325
384.1,239.20624,1.289898697,0,14,0,993.210325
292.4,109.39282,8.568763491,0,10,0,1114.170172
292.4,135.4461,8.164670557,0,10,0,1114.170172
294.4,160.196716,7.524028548,0,10,0,1114.170172
293.4,152.66396,8.163643308,0,10,0,1114.170172
297.4,178.71724,7.473581511,0,10,0,1114.170172
301.4,193.771543,7.520221916,0,10,0,1114.170172
292.4,88.95016,8.855758157,0,10,0,756.8852772
294.5,137.83192,8.568076199,0,10,0,756.8852772
296.5,184.269592,8.187303916,0,10,0,756.8852772
320.5,235.59544,7.469464828,0,10,0,756.8852772
357.5,187.55266,2.671237465,0,15,0,1058.42065
363.5,204.77052,2.384107228,0,15,0,1058.42065
369.8,221.98838,1.979744879,0,15,0,1058.42065
384.1,239.20624,1.289898697,0,15,0,1058.42065
292.4,109.39282,8.568763491,0,11,0,1179.380497
292.4,135.4461,8.164670557,0,11,0,1179.380497
294.4,160.196716,7.524028548,0,11,0,1179.380497
293.4,152.66396,8.163643308,0,11,0,1179.380497
297.4,178.71724,7.473581511,0,11,0,1179.380497
301.4,193.771543,7.520221916,0,11,0,1179.380497
293.4,94.5608,8.855758095,0,11,0,822.0956023
296.7,149.0532,8.568076034,0,11,0,822.0956023
297.4,203.5456,8.162610948,0,11,0,822.0956023
310.8,258.038,7.469463836,0,11,0,822.0956023
357.5,198.77392,2.670909545,0,16,0,1123.630975
362.8,227.21304,2.383233019,0,16,0,1123.630975
372.1,255.65216,1.977779004,0,16,0,1123.630975
387.1,284.09128,1.284665102,0,16,0,1123.630975
293.4,120.61408,8.568762591,0,11,0,1244.590822
294.4,146.66736,8.164669208,0,11,0,1244.590822
298.7,172.72064,7.475625949,0,11,0,1244.590822
297,172.38186,8.188308118,0,11,0,1244.590822
301,201.15976,7.473576127,0,11,0,1244.590822
302,229.59888,7.471522096,0,11,0,1244.590822
292,94.15762,8.855758098,0,11,1,790.8623327
292.3,148.24684,8.568076042,0,11,1,790.8623327
293,202.33606,8.162610967,0,11,1,790.8623327
302.7,251.016358,7.564774048,0,11,1,790.8623327
355.4,198.37074,2.670911067,0,16,1,1092.397706
358.4,226.40668,2.383237077,0,16,1,1092.397706
367.8,254.44262,1.977788135,0,16,1,1092.397706
376.4,281.076763,1.333474995,0,16,1,1092.397706
292.7,120.2109,8.568762595,0,11,1,1213.357553
292.3,142.257055,8.213312496,0,11,1,1213.357553
294,172.31746,7.475625961,0,11,1,1213.357553
296,171.595659,8.188308129,0,11,1,1213.357553
301.7,197.648939,7.522170868,0,11,1,1213.357553
305.3,225.684879,7.520214372,0,11,1,1213.357553
292.4,93.75444,8.855758102,0,11,2,759.6290631
292.4,144.756178,8.584605355,0,11,2,759.6290631
295.4,201.12652,8.162610995,0,11,2,759.6290631
321.4,254.81256,7.46946396,0,11,2,759.6290631
357.5,197.96756,2.670913284,0,16,2,1061.164436
363.1,225.60032,2.383242991,0,16,2,1061.164436
367.1,228.363596,2.349343064,0,16,2,1061.164436
386.5,279.484202,1.333508363,0,16,2,1061.164436
292.4,119.80772,8.568762601,0,11,2,1182.124283
292.4,144.157652,8.164617818,0,11,2,1182.124283
295.4,171.91428,7.475625979,0,11,2,1182.124283
294.4,173.49376,8.163640638,0,11,2,1182.124283
300.4,196.862738,7.522170902,0,11,2,1182.124283
297.4,210.205274,7.187534381,0,11,2,1182.124283
456.50,307.21,-7.44,0,20,3.0,2645.63
455.90,302.87,-6.95,0,20,3.0,2645.63
456.40,305.92,-7.24,0,20,3.0,2645.63
458.40,307.95,-7.50,0,20,3.0,2645.63
287.65,114.2285,7.557952747,1,8,0,292.0745698
286.15,113.8576995,7.57567756,1,5,0,413.0344168
283.45,113.486899,7.593093667,1,5,0,413.0344168
281.95,112.745298,7.627041509,1,5,0,413.0344168
280.75,112.003697,7.659874634,1,5,0,413.0344168
279.65,111.262096,7.691663927,1,5,0,413.0344168
279.05,110.520495,7.722473718,1,5,0,413.0344168
278.35,106.81249,7.863712858,1,5,0,413.0344168
278.35,99.39648,8.097548412,1,5,0,413.0344168
278.15,91.98047,8.286934984,1,5,0,413.0344168
277.95,84.56446,8.446101716,1,5,0,413.0344168
277.85,77.14845,8.583378706,1,5,0,413.0344168
277.95,69.73244,8.704065315,1,5,0,413.0344168
277.95,62.31643,8.811742634,1,5,0,413.0344168
277.95,54.90042,8.908944396,1,5,0,413.0344168
278.75,47.48441,8.997529363,1,5,0,413.0344168
280.65,43.776405,9.039042954,1,5,0,413.0344168
282.25,42.293203,9.055177569,1,5,0,413.0344168
282.65,41.551602,9.063148293,1,5,0,413.0344168
284.85,40.810001,9.071055987,1,5,0,413.0344168
286.15,40.0684,9.078901639,1,2,0,120.959847
284.75,113.01865,7.712563683,1,7,0,504.1328872
277.85,105.60264,7.97985557,1,5,0,625.0927342
277.15,98.18663,8.190562414,1,5,0,625.0927342
276.85,90.77062,8.364506064,1,5,0,625.0927342
276.95,83.35461,8.512629258,1,5,0,625.0927342
277.05,75.9386,8.641616074,1,5,0,625.0927342
277.35,68.52259,8.755850104,1,5,0,625.0927342
277.15,61.10658,8.858362319,1,5,0,625.0927342
278.15,53.69057,8.951336022,1,5,0,625.0927342
282.85,46.27456,9.036396155,1,5,0,333.0181644
283.35,111.8088,7.846440128,1,7,0,504.1328872
278.15,104.39279,8.083901887,1,5,0,625.0927342
276.85,96.97678,8.275656273,1,5,0,625.0927342
277.05,89.56077,8.436490625,1,5,0,625.0927342
277.05,82.14476,8.575005618,1,5,0,625.0927342
276.95,74.72875,8.696647689,1,5,0,625.0927342
277.15,67.31274,8.805084746,1,5,0,625.0927342
277.75,59.89673,8.902905075,1,5,0,625.0927342
280.95,52.48072,8.992003441,1,5,0,333.0181644
282.55,110.59895,7.964491456,1,7,0,504.1328872
277.85,103.18294,8.178135526,1,5,0,625.0927342
277.25,95.76693,8.354073589,1,5,0,625.0927342
277.15,88.35092,8.503639552,1,5,0,625.0927342
277.15,80.93491,8.63371856,1,5,0,625.0927342
277.15,73.5189,8.748808143,1,5,0,625.0927342
277.55,66.10289,8.852008661,1,5,0,625.0927342
280.25,58.68688,8.945548094,1,5,0,333.0181644
282.25,109.3891,8.070066554,1,7,0,504.1328872
277.95,101.97309,8.264248901,1,5,0,625.0927342
277.25,94.55708,8.426786263,1,5,0,625.0927342
277.05,87.14107,8.566561829,1,5,0,625.0927342
277.05,79.72506,8.68917463,1,5,0,625.0927342
277.65,72.30905,8.798382234,1,5,0,625.0927342
280.05,64.89304,8.896829059,1,5,0,333.0181644
281.95,108.17925,8.165552267,1,7,0,504.1328872
278.65,100.76324,8.34353113,1,5,0,625.0927342
277.85,93.34723,8.494568298,1,5,0,625.0927342
277.75,85.93122,8.625758179,1,5,0,625.0927342
278.25,78.51521,8.741716241,1,5,0,625.0927342
279.85,71.0992,8.845614376,1,5,0,333.0181644
281.85,106.9694,8.252709897,1,7,0,504.1328872
278.55,99.55339,8.416986802,1,5,0,625.0927342
277.85,92.13738,8.558046134,1,5,0,625.0927342
278.65,84.72137,8.681645304,1,5,0,625.0927342
279.85,77.30536,8.791634494,1,5,0,333.0181644
281.85,105.75955,8.332876342,1,7,0,504.1328872
279.65,98.34354,8.485414003,1,5,0,625.0927342
279.15,90.92753,8.617733922,1,5,0,625.0927342
280.15,83.51152,8.734573685,1,5,0,333.0181644
282.25,104.5497,8.407090361,1,7,0,504.1328872
280.35,97.13369,8.5494573,1,5,0,625.0927342
282.25,89.71768,8.674058857,1,5,0,333.0181644
282.65,103.33985,8.476175132,1,7,0,504.1328872
282.15,95.92384,8.609644755,1,5,0,333.0181644
284.55,102.13,8.540794057,1,5,0,212.0583174
285.55,113.623625,7.671138579,1,7,0,504.1328872
283.55,43.17153,9.065928652,1,5,0,333.0181644
284.65,113.01875,7.772806055,1,7,0,504.1328872
277.75,105.60274,8.026290372,1,5,0,625.0927342
277.15,98.18673,8.228339458,1,5,0,625.0927342
277.05,90.77072,8.396346702,1,5,0,625.0927342
277.35,83.35471,8.540145952,1,5,0,625.0927342
276.95,75.9387,8.665842841,1,5,0,625.0927342
277.15,68.52269,8.777489654,1,5,0,625.0927342
277.15,61.10668,8.877913936,1,5,0,625.0927342
278.45,53.69067,8.969167176,1,5,0,625.0927342
282.95,46.27466,9.052785152,1,5,0,333.0181644
283.15,111.809,7.949562352,1,7,0,504.1328872
278.05,104.39299,8.166095614,1,5,0,625.0927342
277.25,96.97698,8.34398591,1,5,0,625.0927342
276.95,89.56097,8.494959338,1,5,0,625.0927342
276.85,82.14496,8.626101149,1,5,0,625.0927342
277.25,74.72895,8.742021666,1,5,0,625.0927342
277.05,67.31294,8.845889665,1,5,0,625.0927342
277.75,59.89693,8.939977036,1,5,0,625.0927342
280.95,52.48092,9.025968262,1,5,0,333.0181644
282.55,110.59925,8.099718798,1,7,0,504.1328872
277.85,103.18324,8.288731242,1,5,0,625.0927342
277.25,95.76723,8.447633865,1,5,0,625.0927342
277.15,88.35122,8.584714455,1,5,0,625.0927342
277.15,80.93521,8.705249295,1,5,0,625.0927342
277.15,73.5192,8.812805814,1,5,0,625.0927342
277.55,66.10319,8.909909145,1,5,0,625.0927342
280.25,58.68718,8.998412362,1,5,0,333.0181644
282.25,109.3895,8.23024401,1,7,0,504.1328872
277.95,101.97349,8.397956948,1,5,0,625.0927342
277.25,94.55748,8.541540674,1,5,0,625.0927342
277.05,87.14147,8.667072923,1,5,0,625.0927342
277.05,79.72546,8.778589862,1,5,0,625.0927342
277.65,72.30945,8.878909075,1,5,0,625.0927342
280.05,64.89344,8.970075565,1,5,0,333.0181644
281.95,108.17975,8.345682642,1,7,0,504.1328872
278.65,100.76374,8.496418482,1,5,0,625.0927342
277.85,93.34773,8.627381069,1,5,0,625.0927342
277.75,85.93172,8.743161574,1,5,0,625.0927342
278.25,78.51571,8.846917172,1,5,0,625.0927342
279.85,71.0997,8.940912319,1,5,0,333.0181644
281.85,106.97,8.449163669,1,7,0,504.1328872
278.55,99.55399,8.586048422,1,5,0,625.0927342
277.85,92.13798,8.706431874,1,5,0,625.0927342
278.65,84.72197,8.813867865,1,5,0,625.0927342
279.85,77.30596,8.910872963,1,5,0,333.0181644
281.85,105.76025,8.542933454,1,7,0,504.1328872
279.65,98.34424,8.668301494,1,5,0,625.0927342
279.15,90.92823,8.77968886,1,5,0,625.0927342
280.15,83.51222,8.879903225,1,5,0,333.0181644
282.25,104.5505,8.628659353,1,7,0,504.1328872
280.35,97.13449,8.744300183,1,5,0,625.0927342
282.25,89.71848,8.847943624,1,5,0,333.0181644
282.65,103.34075,8.707613057,1,7,0,504.1328872
282.15,95.92474,8.81492879,1,5,0,333.0181644
284.55,102.131,8.780786652,1,5,0,212.0583174
